50,0830,Cinco Olivas
50,0845,Clarés de Ribota
50,0858,Codo
50,0861,Codos
50,0877,Contamina
50,0883,Cosuenda
50,0896,Cuarte de Huerva
50,0900,Cubel
50,0917,Cuerlas (Las)
50,0943,Daroca
50,0956,Ejea de los Caballeros
50,0969,Embid de Ariza
50,0981,Encinacorba
50,0994,Épila
50,1008,Erla
50,1015,Escatrón
50,1020,Fabara
50,1041,Farlete
50,1054,Fayón
50,1067,Fayos (Los)
50,1073,Figueruelas
50,1089,Fombuena
50,1092,Frago (El)
50,1106,Frasno (El)
50,1113,Fréscano
50,1134,Fuendejalón
50,1149,Fuendetodos
50,1152,Fuentes de Ebro
50,1165,Fuentes de Jiloca
50,1171,Gallocanta
50,1187,Gallur
50,1190,Gelsa
50,1204,Godojos
50,1211,Gotor
50,1226,Grisel
50,1232,Grisén
50,1247,Herrera de los Navarros
50,1250,Ibdes
50,1263,Illueca
50,1285,Isuerre
50,1298,Jaraba
50,1302,Jarque
50,1319,Jaulín
50,1324,Joyosa (La)
50,1330,Lagata
50,1345,Langa del Castillo
50,1358,Layana
50,1361,Lécera
50,1383,Lechón
50,1377,Leciñena
50,1396,Letux
50,1400,Litago
50,1417,Lituénigo
50,1422,Lobera de Onsella
50,1438,Longares
50,1443,Longás
50,1469,Lucena de Jalón
50,1475,Luceni
50,1481,Luesia
50,1494,Luesma
50,1507,Lumpiaque
50,1514,Luna
50,1529,Maella
50,1535,Magallón
50,1540,Mainar
50,1553,Malanquilla
50,1566,Maleján
50,1605,Mallén
50,1572,Malón
50,1591,Maluenda
50,1612,Manchones
50,1627,Mara
50,1633,María de Huerva
50,9022,Marracos
50,1648,Mediana de Aragón
50,1651,Mequinenza
50,1664,Mesones de Isuela
50,1670,Mezalocha
50,1686,Mianos
50,1699,Miedes de Aragón
50,1703,Monegrillo
50,1710,Moneva
50,1725,Monreal de Ariza
50,1731,Monterde
50,1746,Montón
50,1759,Morata de Jalón
50,1762,Morata de Jiloca
50,1778,Morés
50,1784,Moros
50,1797,Moyuela
50,1801,Mozota
50,1818,Muel
50,1823,Muela (La)
50,1839,Munébrega
50,1844,Murero
50,1857,Murillo de Gállego
50,1860,Navardún
50,1876,Nigüella
50,1882,Nombrevilla
50,1895,Nonaspe
50,1909,Novallas
50,1916,Novillas
50,1921,Nuévalos
50,1937,Nuez de Ebro
50,1942,Olvés
50,1955,Orcajo
50,1968,Orera
50,1974,Orés
50,1980,Oseja
50,1993,Osera de Ebro
50,2007,Paniza
50,2014,Paracuellos de Jiloca
50,2029,Paracuellos de la Ribera
50,2035,Pastriz
50,2040,Pedrola
50,2053,Pedrosas (Las)
50,2066,Perdiguera
50,2072,Piedratajada
50,2088,Pina de Ebro
50,2091,Pinseque
50,2105,Pintanos (Los)
50,2112,Plasencia de Jalón
50,2127,Pleitas
50,2133,Plenas
50,2148,Pomer
50,2151,Pozuel de Ariza
50,2164,Pozuelo de Aragón
50,2170,Pradilla de Ebro
50,2186,Puebla de Albortón
50,2199,Puebla de Alfindén (La)
50,2203,Puendeluna
50,2210,Purujosa
50,2225,Quinto
50,2231,Remolinos
50,2246,Retascón
50,2259,Ricla
50,2278,Romanos
50,2284,Rueda de Jalón
50,2297,Ruesca
50,2416,Sabiñán
50,2301,Sádaba
50,2318,Salillas de Jalón
50,2323,Salvatierra de Esca
50,2339,Samper del Salz
50,2344,San Martín de la Virgen de Moncayo
50,2357,San Mateo de Gállego
50,2360,Santa Cruz de Grío
50,2376,Santa Cruz de Moncayo
50,2382,Santa Eulalia de Gállego
50,2395,Santed
50,2409,Sástago
50,2421,Sediles
50,2437,Sestrica
50,2442,Sierra de Luna
50,2455,Sigüés
50,2468,Sisamón
50,2474,Sobradiel
50,2480,Sos del Rey Católico
50,2493,Tabuenca
50,2506,Talamantes
50,2513,Tarazona
50,2528,Tauste
50,2534,Terrer
50,2549,Tierga
50,2552,Tobed
50,2565,Torralba de los Frailes
50,2571,Torralba de Ribota
50,2587,Torralbilla
50,2590,Torrehermosa
50,2604,Torrelapaja
50,2611,Torrellas
50,2626,Torres de Berrellén
50,2632,Torrijo de la Cañada
50,2647,Tosos
50,2650,Trasmoz
50,2663,Trasobares
50,2679,Uncastillo
50,2685,Undués de Lerda
50,2698,Urrea de Jalón
50,2702,Urriés
50,2719,Used
50,2724,Utebo
50,2745,Val de San Martín
50,2730,Valdehorna
50,2758,Valmadrid
50,2761,Valpalmas
50,2777,Valtorres
50,2783,Velilla de Ebro
50,2796,Velilla de Jiloca
50,2800,Vera de Moncayo
50,2817,Vierlas
50,2838,Villadoz
50,2843,Villafeliche
50,2856,Villafranca de Ebro
50,2869,Villalba de Perejil
50,2875,Villalengua
50,2881,Villanueva de Gállego
50,2908,Villanueva de Huerva
50,2894,Villanueva de Jiloca
50,2915,Villar de los Navarros
50,2920,Villarreal de Huerva
50,2936,Villarroya de la Sierra
50,2941,Villarroya del Campo
50,2822,Vilueña (La)
50,2954,Vistabella
50,2967,Zaida (La)
50,2973,Zaragoza
50,2989,Zuera
